#,Species,Plot #,Substrate,Date (mmmdd) ,substrate (um),Activity (umol g-1 hr-1),activity/[S]
551,QURU,5,BG ,1-Mar,15,0.29041,0.0194
911,QURU,5,BG ,1-Mar,30,0.35206,0.0117
1271,QURU,5,BG ,1-Mar,60,0.45847,0.0076
1631,QURU,5,BG ,1-Mar,85,0.49185,0.0058
1991,QURU,5,BG ,1-Mar,150,0.58241,0.0039
2351,QURU,5,BG ,1-Mar,250,0.62199,0.0025
2711,QURU,5,BG ,1-Mar,375,0.62064,0.0017
3071,QURU,5,BG ,1-Mar,500,0.74112,0.0015
192,QURU,6,BG ,1-Mar,3,0.053397,0.0178
552,QURU,6,BG ,1-Mar,15,0.26835,0.0179
912,QURU,6,BG ,1-Mar,30,0.33531,0.0112
1272,QURU,6,BG ,1-Mar,60,0.41399,0.0069
1632,QURU,6,BG ,1-Mar,85,0.57814,0.0068
1992,QURU,6,BG ,1-Mar,150,0.54492,0.0036
2352,QURU,6,BG ,1-Mar,250,0.58316,0.0023
2712,QURU,6,BG ,1-Mar,375,0.69649,0.0019
3072,QURU,6,BG ,1-Mar,500,0.59908,0.0012
193,TSCA,1,BG ,1-Mar,3,0.067207,0.0224
553,TSCA,1,BG ,1-Mar,15,0.13717,0.0091
913,TSCA,1,BG ,1-Mar,30,0.16183,0.0054
1273,TSCA,1,BG ,1-Mar,60,0.22874,0.0038
1633,TSCA,1,BG ,1-Mar,85,0.27797,0.0033
1993,TSCA,1,BG ,1-Mar,150,0.26006,0.0017
2353,TSCA,1,BG ,1-Mar,250,0.31789,0.0013
2713,TSCA,1,BG ,1-Mar,375,0.33483,0.0009
3073,TSCA,1,BG ,1-Mar,500,0.32403,0.0006
194,TSCA,2,BG ,1-Mar,3,0.044851,0.015
554,TSCA,2,BG ,1-Mar,15,0.17457,0.0116
914,TSCA,2,BG ,1-Mar,30,0.22871,0.0076
1274,TSCA,2,BG ,1-Mar,60,0.22344,0.0037
1634,TSCA,2,BG ,1-Mar,85,0.30553,0.0036
1994,TSCA,2,BG ,1-Mar,150,0.31983,0.0021
2354,TSCA,2,BG ,1-Mar,250,0.28344,0.0011
2714,TSCA,2,BG ,1-Mar,375,0.29815,0.0008
3074,TSCA,2,BG ,1-Mar,500,0.25167,0.0005
195,TSCA,3,BG ,1-Mar,3,0.0668,0.0223
555,TSCA,3,BG ,1-Mar,15,0.20326,0.0136
915,TSCA,3,BG ,1-Mar,30,0.24057,0.008
1275,TSCA,3,BG ,1-Mar,60,0.33931,0.0057
1635,TSCA,3,BG ,1-Mar,85,0.32543,0.0038
1995,TSCA,3,BG ,1-Mar,150,0.43302,0.0029
2355,TSCA,3,BG ,1-Mar,250,0.32482,0.0013
2715,TSCA,3,BG ,1-Mar,375,0.32002,0.0009
3075,TSCA,3,BG ,1-Mar,500,0.37362,0.0007
196,TSCA,4,BG ,1-Mar,3,0.073399,0.0245
556,TSCA,4,BG ,1-Mar,15,0.22077,0.0147
916,TSCA,4,BG ,1-Mar,30,0.22341,0.0074
1276,TSCA,4,BG ,1-Mar,60,0.26568,0.0044
1636,TSCA,4,BG ,1-Mar,85,0.36091,0.0042
1996,TSCA,4,BG ,1-Mar,150,0.38446,0.0026
2356,TSCA,4,BG ,1-Mar,250,0.3088,0.0012
2716,TSCA,4,BG ,1-Mar,375,0.34426,0.0009
3076,TSCA,4,BG ,1-Mar,500,0.36778,0.0007
197,TSCA,5,BG ,1-Mar,3,0.07769,0.0259
557,TSCA,5,BG ,1-Mar,15,0.2259,0.0151
917,TSCA,5,BG ,1-Mar,30,0.36019,0.012
1277,TSCA,5,BG ,1-Mar,60,0.36993,0.0062
1637,TSCA,5,BG ,1-Mar,85,0.43948,0.0052
1997,TSCA,5,BG ,1-Mar,150,0.41534,0.0028
2357,TSCA,5,BG ,1-Mar,250,0.42758,0.0017
2717,TSCA,5,BG ,1-Mar,375,0.36853,0.001
3077,TSCA,5,BG ,1-Mar,500,0.4251,0.0009
198,TSCA,6,BG ,1-Mar,3,0.069236,0.0231
558,TSCA,6,BG ,1-Mar,15,0.1786,0.0119
918,TSCA,6,BG ,1-Mar,30,0.15215,0.0051
1278,TSCA,6,BG ,1-Mar,60,0.28344,0.0047
1638,TSCA,6,BG ,1-Mar,85,0.28835,0.0034
1998,TSCA,6,BG ,1-Mar,150,0.26786,0.0018
2358,TSCA,6,BG ,1-Mar,250,0.32769,0.0013
2718,TSCA,6,BG ,1-Mar,375,0.23999,0.0006
3078,TSCA,6,BG ,1-Mar,500,0.41599,0.0008
199,FRAM,1,BG ,11-Apr,3,0.14115,0.0471
559,FRAM,1,BG ,11-Apr,15,0.33593,0.0224
919,FRAM,1,BG ,11-Apr,30,0.53252,0.0178
1279,FRAM,1,BG ,11-Apr,60,0.78832,0.0131
1639,FRAM,1,BG ,11-Apr,85,1.1854,0.0139
1999,FRAM,1,BG ,11-Apr,150,1.29,0.0086
2359,FRAM,1,BG ,11-Apr,250,1.3931,0.0056
2719,FRAM,1,BG ,11-Apr,375,1.3383,0.0036
3079,FRAM,1,BG ,11-Apr,500,1.4146,0.0028
200,FRAM,2,BG ,11-Apr,3,0.1642,0.0547
560,FRAM,2,BG ,11-Apr,15,0.26011,0.0173
920,FRAM,2,BG ,11-Apr,30,0.43643,0.0145
1280,FRAM,2,BG ,11-Apr,60,0.68073,0.0113
1640,FRAM,2,BG ,11-Apr,85,0.84052,0.0099
2000,FRAM,2,BG ,11-Apr,150,1.064,0.0071
2360,FRAM,2,BG ,11-Apr,250,1.2521,0.005
2720,FRAM,2,BG ,11-Apr,375,1.5045,0.004
3080,FRAM,2,BG ,11-Apr,500,1.2912,0.0026
201,FRAM,3,BG ,11-Apr,3,0.12045,0.0402
561,FRAM,3,BG ,11-Apr,15,0.32971,0.022
921,FRAM,3,BG ,11-Apr,30,0.54507,0.0182
1281,FRAM,3,BG ,11-Apr,60,0.81108,0.0135
1641,FRAM,3,BG ,11-Apr,85,0.9605,0.0113
2001,FRAM,3,BG ,11-Apr,150,1.0542,0.007
2361,FRAM,3,BG ,11-Apr,250,1.33,0.0053
2721,FRAM,3,BG ,11-Apr,375,1.2866,0.0034
3081,FRAM,3,BG ,11-Apr,500,1.6245,0.0032
202,FRAM,4,BG ,11-Apr,3,0.10611,0.0354
562,FRAM,4,BG ,11-Apr,15,0.23652,0.0158
922,FRAM,4,BG ,11-Apr,30,0.36267,0.0121
1282,FRAM,4,BG ,11-Apr,60,0.46067,0.0077
1642,FRAM,4,BG ,11-Apr,85,0.52425,0.0062
2002,FRAM,4,BG ,11-Apr,150,0.59041,0.0039
2362,FRAM,4,BG ,11-Apr,250,0.63006,0.0025
2722,FRAM,4,BG ,11-Apr,375,0.70001,0.0019
3082,FRAM,4,BG ,11-Apr,500,0.5349,0.0011
203,FRAM,5,BG ,11-Apr,3,0.096136,0.032
563,FRAM,5,BG ,11-Apr,15,0.43507,0.029
923,FRAM,5,BG ,11-Apr,30,0.73245,0.0244
1283,FRAM,5,BG ,11-Apr,60,1.0274,0.0171
1643,FRAM,5,BG ,11-Apr,85,1.335,0.0157
2003,FRAM,5,BG ,11-Apr,150,1.5142,0.0101
2363,FRAM,5,BG ,11-Apr,250,1.7112,0.0068
2723,FRAM,5,BG ,11-Apr,375,1.5699,0.0042
3083,FRAM,5,BG ,11-Apr,500,1.7857,0.0036
204,FRAM,6,BG ,11-Apr,3,0.1442,0.0481
564,FRAM,6,BG ,11-Apr,15,0.4306,0.0287
924,FRAM,6,BG ,11-Apr,30,0.6051,0.0202
1284,FRAM,6,BG ,11-Apr,60,0.86015,0.0143
1644,FRAM,6,BG ,11-Apr,85,0.89284,0.0105
2004,FRAM,6,BG ,11-Apr,150,0.85458,0.0057
2364,FRAM,6,BG ,11-Apr,250,0.96265,0.0039
2724,FRAM,6,BG ,11-Apr,375,1.022,0.0027
3084,FRAM,6,BG ,11-Apr,500,1.0724,0.0021
205,QURU,1,BG ,11-Apr,3,0.07323,0.0244
565,QURU,1,BG ,11-Apr,15,0.1825,0.0122
925,QURU,1,BG ,11-Apr,30,0.28066,0.0094
1285,QURU,1,BG ,11-Apr,60,0.47701,0.008
1645,QURU,1,BG ,11-Apr,85,0.47757,0.0056
2005,QURU,1,BG ,11-Apr,150,0.44343,0.003
2365,QURU,1,BG ,11-Apr,250,0.44317,0.0018
2725,QURU,1,BG ,11-Apr,375,0.43042,0.0011
3085,QURU,1,BG ,11-Apr,500,0.42662,0.0009
206,QURU,2,BG ,11-Apr,3,0.024401,0.0081
566,QURU,2,BG ,11-Apr,15,0.033296,0.0022
926,QURU,2,BG ,11-Apr,30,0.094234,0.0031
1286,QURU,2,BG ,11-Apr,60,0.13901,0.0023
1646,QURU,2,BG ,11-Apr,85,0.12402,0.0015
2006,QURU,2,BG ,11-Apr,150,0.17422,0.0012
2366,QURU,2,BG ,11-Apr,250,0.19797,0.0008
2726,QURU,2,BG ,11-Apr,375,0.20712,0.0006
3086,QURU,2,BG ,11-Apr,500,0.20993,0.0004
207,QURU,3,BG ,11-Apr,3,0.093966,0.0313
567,QURU,3,BG ,11-Apr,15,0.24861,0.0166
927,QURU,3,BG ,11-Apr,30,0.28194,0.0094
1287,QURU,3,BG ,11-Apr,60,0.4534,0.0076
1647,QURU,3,BG ,11-Apr,85,0.44891,0.0053
2007,QURU,3,BG ,11-Apr,150,0.39683,0.0026
2367,QURU,3,BG ,11-Apr,250,0.36414,0.0015
2727,QURU,3,BG ,11-Apr,375,0.4237,0.0011
3087,QURU,3,BG ,11-Apr,500,0.35979,0.0007
208,QURU,4,BG ,11-Apr,3,0.047528,0.0158
568,QURU,4,BG ,11-Apr,15,0.18333,0.0122
928,QURU,4,BG ,11-Apr,30,0.27175,0.0091
1288,QURU,4,BG ,11-Apr,60,0.31956,0.0053
1648,QURU,4,BG ,11-Apr,85,0.34381,0.004
2008,QURU,4,BG ,11-Apr,150,0.39669,0.0026
2368,QURU,4,BG ,11-Apr,250,0.38602,0.0015
2728,QURU,4,BG ,11-Apr,375,0.39231,0.001
3088,QURU,4,BG ,11-Apr,500,0.35184,0.0007
209,QURU,5,BG ,11-Apr,3,0.086074,0.0287
569,QURU,5,BG ,11-Apr,15,0.23386,0.0156
929,QURU,5,BG ,11-Apr,30,0.32563,0.0109
1289,QURU,5,BG ,11-Apr,60,0.39305,0.0066
1649,QURU,5,BG ,11-Apr,85,0.41372,0.0049
2009,QURU,5,BG ,11-Apr,150,0.37889,0.0025
2369,QURU,5,BG ,11-Apr,250,0.46495,0.0019
2729,QURU,5,BG ,11-Apr,375,0.36739,0.001
3089,QURU,5,BG ,11-Apr,500,0.44186,0.0009
210,QURU,6,BG ,11-Apr,3,0.068598,0.0229
570,QURU,6,BG ,11-Apr,15,0.17339,0.0116
930,QURU,6,BG ,11-Apr,30,0.25934,0.0086
1290,QURU,6,BG ,11-Apr,60,0.3196,0.0053
1650,QURU,6,BG ,11-Apr,85,0.37783,0.0044
2010,QURU,6,BG ,11-Apr,150,0.40149,0.0027
2370,QURU,6,BG ,11-Apr,250,0.48616,0.0019
2730,QURU,6,BG ,11-Apr,375,0.40725,0.0011
3090,QURU,6,BG ,11-Apr,500,0.34924,0.0007
211,TSCA,1,BG ,11-Apr,3,0.045024,0.015
571,TSCA,1,BG ,11-Apr,15,0.23289,0.0155
931,TSCA,1,BG ,11-Apr,30,0.30708,0.0102
1291,TSCA,1,BG ,11-Apr,60,0.38059,0.0063
1651,TSCA,1,BG ,11-Apr,85,0.42692,0.005
2011,TSCA,1,BG ,11-Apr,150,0.54832,0.0037
2371,TSCA,1,BG ,11-Apr,250,0.63587,0.0025
2731,TSCA,1,BG ,11-Apr,375,0.48832,0.0013
3091,TSCA,1,BG ,11-Apr,500,0.55357,0.0011
212,TSCA,2,BG ,11-Apr,3,0.034702,0.0116
572,TSCA,2,BG ,11-Apr,15,0.084361,0.0056
932,TSCA,2,BG ,11-Apr,30,0.10746,0.0036
1292,TSCA,2,BG ,11-Apr,60,0.14223,0.0024
1652,TSCA,2,BG ,11-Apr,85,0.14284,0.0017
2012,TSCA,2,BG ,11-Apr,150,0.17462,0.0012
2372,TSCA,2,BG ,11-Apr,250,0.20119,0.0008
2732,TSCA,2,BG ,11-Apr,375,0.17046,0.0005
3092,TSCA,2,BG ,11-Apr,500,0.17093,0.0003
213,TSCA,3,BG ,11-Apr,3,0.094759,0.0316
573,TSCA,3,BG ,11-Apr,15,0.34741,0.0232
933,TSCA,3,BG ,11-Apr,30,0.39341,0.0131
1293,TSCA,3,BG ,11-Apr,60,0.60118,0.01
1653,TSCA,3,BG ,11-Apr,85,0.70676,0.0083
2013,TSCA,3,BG ,11-Apr,150,0.59094,0.0039
2373,TSCA,3,BG ,11-Apr,250,0.56973,0.0023
2733,TSCA,3,BG ,11-Apr,375,0.50792,0.0014
3093,TSCA,3,BG ,11-Apr,500,0.46204,0.0009
214,TSCA,4,BG ,11-Apr,3,0.071752,0.0239
574,TSCA,4,BG ,11-Apr,15,0.42809,0.0285
934,TSCA,4,BG ,11-Apr,30,0.45158,0.0151
1294,TSCA,4,BG ,11-Apr,60,0.60604,0.0101
1654,TSCA,4,BG ,11-Apr,85,0.69078,0.0081
2014,TSCA,4,BG ,11-Apr,150,0.65637,0.0044
2374,TSCA,4,BG ,11-Apr,250,0.66813,0.0027
2734,TSCA,4,BG ,11-Apr,375,0.71303,0.0019
3094,TSCA,4,BG ,11-Apr,500,0.73255,0.0015
215,TSCA,5,BG ,11-Apr,3,0.065317,0.0218
575,TSCA,5,BG ,11-Apr,15,0.31979,0.0213
935,TSCA,5,BG ,11-Apr,30,0.42158,0.0141
1295,TSCA,5,BG ,11-Apr,60,0.57997,0.0097
1655,TSCA,5,BG ,11-Apr,85,0.77398,0.0091
2015,TSCA,5,BG ,11-Apr,150,0.6202,0.0041
2375,TSCA,5,BG ,11-Apr,250,0.57736,0.0023
2735,TSCA,5,BG ,11-Apr,375,0.73644,0.002
3095,TSCA,5,BG ,11-Apr,500,0.69282,0.0014
216,TSCA,6,BG ,11-Apr,3,0.052797,0.0176
576,TSCA,6,BG ,11-Apr,15,0.16677,0.0111
936,TSCA,6,BG ,11-Apr,30,0.25346,0.0084
1296,TSCA,6,BG ,11-Apr,60,0.3315,0.0055
1656,TSCA,6,BG ,11-Apr,85,0.35196,0.0041
2016,TSCA,6,BG ,11-Apr,150,0.36622,0.0024
2376,TSCA,6,BG ,11-Apr,250,0.47833,0.0019
2736,TSCA,6,BG ,11-Apr,375,0.30475,0.0008
3096,TSCA,6,BG ,11-Apr,500,0.41797,0.0008
217,FRAM,1,BG ,31-May,3,0.033198,0.0111
577,FRAM,1,BG ,31-May,15,0.20893,0.0139
937,FRAM,1,BG ,31-May,30,0.39472,0.0132
1297,FRAM,1,BG ,31-May,60,0.60904,0.0102
1657,FRAM,1,BG ,31-May,85,0.71902,0.0085
2017,FRAM,1,BG ,31-May,150,0.85916,0.0057
2377,FRAM,1,BG ,31-May,250,1.0274,0.0041
2737,FRAM,1,BG ,31-May,375,0.94856,0.0025
3097,FRAM,1,BG ,31-May,500,0.93763,0.0019
218,FRAM,2,BG ,31-May,3,0.047784,0.0159
578,FRAM,2,BG ,31-May,15,0.25341,0.0169
938,FRAM,2,BG ,31-May,30,0.4152,0.0138
1298,FRAM,2,BG ,31-May,60,0.61067,0.0102
1658,FRAM,2,BG ,31-May,85,0.71965,0.0085
2018,FRAM,2,BG ,31-May,150,1.0539,0.007
2378,FRAM,2,BG ,31-May,250,1.0062,0.004
2738,FRAM,2,BG ,31-May,375,0.98016,0.0026
3098,FRAM,2,BG ,31-May,500,1.1051,0.0022
219,FRAM,3,BG ,31-May,3,0.071319,0.0238
579,FRAM,3,BG ,31-May,15,0.25319,0.0169
939,FRAM,3,BG ,31-May,30,0.5004,0.0167
1299,FRAM,3,BG ,31-May,60,0.69031,0.0115
1659,FRAM,3,BG ,31-May,85,0.74909,0.0088
2019,FRAM,3,BG ,31-May,150,0.92392,0.0062
2379,FRAM,3,BG ,31-May,250,0.94947,0.0038
2739,FRAM,3,BG ,31-May,375,1.1362,0.003
3099,FRAM,3,BG ,31-May,500,1.278,0.0026
220,FRAM,4,BG ,31-May,3,0.078261,0.0261
580,FRAM,4,BG ,31-May,15,0.30878,0.0206
940,FRAM,4,BG ,31-May,30,0.56169,0.0187
1300,FRAM,4,BG ,31-May,60,0.8973,0.015
1660,FRAM,4,BG ,31-May,85,0.91794,0.0108
2020,FRAM,4,BG ,31-May,150,1.1619,0.0077
2380,FRAM,4,BG ,31-May,250,1.0756,0.0043
2740,FRAM,4,BG ,31-May,375,1.3391,0.0036
3100,FRAM,4,BG ,31-May,500,1.3194,0.0026
221,FRAM,5,BG ,31-May,3,0.065291,0.0218
581,FRAM,5,BG ,31-May,15,0.26093,0.0174
941,FRAM,5,BG ,31-May,30,0.40433,0.0135
1301,FRAM,5,BG ,31-May,60,0.72469,0.0121
1661,FRAM,5,BG ,31-May,85,0.79058,0.0093
2021,FRAM,5,BG ,31-May,150,0.78989,0.0053
2381,FRAM,5,BG ,31-May,250,0.95251,0.0038
2741,FRAM,5,BG ,31-May,375,0.89073,0.0024
3101,FRAM,5,BG ,31-May,500,1.0881,0.0022
222,FRAM,6,BG ,31-May,3,0.062106,0.0207
582,FRAM,6,BG ,31-May,15,0.29826,0.0199
942,FRAM,6,BG ,31-May,30,0.51656,0.0172
1302,FRAM,6,BG ,31-May,60,0.78448,0.0131
1662,FRAM,6,BG ,31-May,85,0.9305,0.0109
2022,FRAM,6,BG ,31-May,150,0.96634,0.0064
2382,FRAM,6,BG ,31-May,250,0.95641,0.0038
2742,FRAM,6,BG ,31-May,375,1.0915,0.0029
3102,FRAM,6,BG ,31-May,500,1.1271,0.0023
223,QURU,1,BG ,31-May,3,0.016636,0.0055
583,QURU,1,BG ,31-May,15,0.14016,0.0093
943,QURU,1,BG ,31-May,30,0.22745,0.0076
1303,QURU,1,BG ,31-May,60,0.31706,0.0053
1663,QURU,1,BG ,31-May,85,0.35455,0.0042
2023,QURU,1,BG ,31-May,150,0.376,0.0025
2383,QURU,1,BG ,31-May,250,0.40177,0.0016
2743,QURU,1,BG ,31-May,375,0.38104,0.001
3103,QURU,1,BG ,31-May,500,0.3599,0.0007
224,QURU,2,BG ,31-May,3,0.050569,0.0169
584,QURU,2,BG ,31-May,15,0.18652,0.0124
944,QURU,2,BG ,31-May,30,0.32471,0.0108
1304,QURU,2,BG ,31-May,60,0.40561,0.0068
1664,QURU,2,BG ,31-May,85,0.40879,0.0048
2024,QURU,2,BG ,31-May,150,0.44123,0.0029
2384,QURU,2,BG ,31-May,250,0.50314,0.002
2744,QURU,2,BG ,31-May,375,0.40543,0.0011
3104,QURU,2,BG ,31-May,500,0.38679,0.0008
225,QURU,3,BG ,31-May,3,0.036401,0.0121
585,QURU,3,BG ,31-May,15,0.13777,0.0092
945,QURU,3,BG ,31-May,30,0.23243,0.0077
1305,QURU,3,BG ,31-May,60,0.2409,0.004
1665,QURU,3,BG ,31-May,85,0.24965,0.0029
2025,QURU,3,BG ,31-May,150,0.28714,0.0019
2385,QURU,3,BG ,31-May,250,0.29744,0.0012
2745,QURU,3,BG ,31-May,375,0.21855,0.0006
3105,QURU,3,BG ,31-May,500,0.28229,0.0006
226,QURU,4,BG ,31-May,3,0.067741,0.0226
586,QURU,4,BG ,31-May,15,0.15701,0.0105
946,QURU,4,BG ,31-May,30,0.27363,0.0091
1306,QURU,4,BG ,31-May,60,0.33421,0.0056
1666,QURU,4,BG ,31-May,85,0.30567,0.0036
2026,QURU,4,BG ,31-May,150,0.39292,0.0026
2386,QURU,4,BG ,31-May,250,0.46282,0.0019
2746,QURU,4,BG ,31-May,375,0.42416,0.0011
3106,QURU,4,BG ,31-May,500,0.41663,0.0008
227,QURU,5,BG ,31-May,3,0.044383,0.0148
587,QURU,5,BG ,31-May,15,0.17339,0.0116
947,QURU,5,BG ,31-May,30,0.27757,0.0093
1307,QURU,5,BG ,31-May,60,0.35119,0.0059
1667,QURU,5,BG ,31-May,85,0.41914,0.0049
2027,QURU,5,BG ,31-May,150,0.37569,0.0025
2387,QURU,5,BG ,31-May,250,0.38334,0.0015
2747,QURU,5,BG ,31-May,375,0.3816,0.001
3107,QURU,5,BG ,31-May,500,0.53639,0.0011
228,QURU,6,BG ,31-May,3,0.02269,0.0076
588,QURU,6,BG ,31-May,15,0.12404,0.0083
948,QURU,6,BG ,31-May,30,0.18455,0.0062
1308,QURU,6,BG ,31-May,60,0.187,0.0031
1668,QURU,6,BG ,31-May,85,0.23963,0.0028
2028,QURU,6,BG ,31-May,150,0.23853,0.0016
2388,QURU,6,BG ,31-May,250,0.21977,0.0009
2748,QURU,6,BG ,31-May,375,0.26751,0.0007
3108,QURU,6,BG ,31-May,500,0.27549,0.0006
229,TSCA,1,BG ,31-May,3,0.09478,0.0316
589,TSCA,1,BG ,31-May,15,0.30803,0.0205
949,TSCA,1,BG ,31-May,30,0.40224,0.0134
1309,TSCA,1,BG ,31-May,60,0.46847,0.0078
1669,TSCA,1,BG ,31-May,85,0.5509,0.0065
2029,TSCA,1,BG ,31-May,150,0.64776,0.0043
2389,TSCA,1,BG ,31-May,250,0.633,0.0025
2749,TSCA,1,BG ,31-May,375,0.66316,0.0018
3109,TSCA,1,BG ,31-May,500,0.57602,0.0012
230,TSCA,2,BG ,31-May,3,0.038843,0.0129
590,TSCA,2,BG ,31-May,15,0.20183,0.0135
950,TSCA,2,BG ,31-May,30,0.39372,0.0131
1310,TSCA,2,BG ,31-May,60,0.53174,0.0089
1670,TSCA,2,BG ,31-May,85,0.63396,0.0075
2030,TSCA,2,BG ,31-May,150,0.7123,0.0047
2390,TSCA,2,BG ,31-May,250,0.50944,0.002
2750,TSCA,2,BG ,31-May,375,0.5022,0.0013
3110,TSCA,2,BG ,31-May,500,0.59141,0.0012
231,TSCA,3,BG ,31-May,3,0.034271,0.0114
591,TSCA,3,BG ,31-May,15,0.11501,0.0077
951,TSCA,3,BG ,31-May,30,0.22896,0.0076
1311,TSCA,3,BG ,31-May,60,0.23698,0.0039
1671,TSCA,3,BG ,31-May,85,0.26372,0.0031
2031,TSCA,3,BG ,31-May,150,0.28957,0.0019
2391,TSCA,3,BG ,31-May,250,0.23528,0.0009
2751,TSCA,3,BG ,31-May,375,0.34281,0.0009
3111,TSCA,3,BG ,31-May,500,0.29203,0.0006
232,TSCA,4,BG ,31-May,3,0.028908,0.0096
592,TSCA,4,BG ,31-May,15,0.039784,0.0027
952,TSCA,4,BG ,31-May,30,0.099529,0.0033
1312,TSCA,4,BG ,31-May,60,0.1293,0.0022
1672,TSCA,4,BG ,31-May,85,0.10292,0.0012
2032,TSCA,4,BG ,31-May,150,0.11374,0.0008
2392,TSCA,4,BG ,31-May,250,0.11972,0.0005
2752,TSCA,4,BG ,31-May,375,0.15377,0.0004
3112,TSCA,4,BG ,31-May,500,0.12479,0.0002
233,TSCA,5,BG ,31-May,3,0.078666,0.0262
593,TSCA,5,BG ,31-May,15,0.17592,0.0117
953,TSCA,5,BG ,31-May,30,0.28814,0.0096
1313,TSCA,5,BG ,31-May,60,0.35539,0.0059
1673,TSCA,5,BG ,31-May,85,0.44083,0.0052
2033,TSCA,5,BG ,31-May,150,0.488,0.0033
2393,TSCA,5,BG ,31-May,250,0.54909,0.0022
2753,TSCA,5,BG ,31-May,375,0.40898,0.0011
3113,TSCA,5,BG ,31-May,500,0.38999,0.0008
234,TSCA,6,BG ,31-May,3,0.076299,0.0254
594,TSCA,6,BG ,31-May,15,0.18563,0.0124
954,TSCA,6,BG ,31-May,30,0.34376,0.0115
1314,TSCA,6,BG ,31-May,60,0.4014,0.0067
1674,TSCA,6,BG ,31-May,85,0.52293,0.0062
2034,TSCA,6,BG ,31-May,150,0.55199,0.0037
2394,TSCA,6,BG ,31-May,250,0.52559,0.0021
2754,TSCA,6,BG ,31-May,375,0.46974,0.0013
3114,TSCA,6,BG ,31-May,500,0.3982,0.0008
235,FRAM,1,BG ,12-Aug,3,0.06361,0.0212
595,FRAM,1,BG ,12-Aug,15,0.17582,0.0117
955,FRAM,1,BG ,12-Aug,30,0.32712,0.0109
1315,FRAM,1,BG ,12-Aug,60,0.43812,0.0073
1675,FRAM,1,BG ,12-Aug,85,0.50523,0.0059
2035,FRAM,1,BG ,12-Aug,150,0.64663,0.0043
2395,FRAM,1,BG ,12-Aug,250,0.72211,0.0029
2755,FRAM,1,BG ,12-Aug,375,0.72122,0.0019
3115,FRAM,1,BG ,12-Aug,500,0.89442,0.0018
236,FRAM,2,BG ,12-Aug,3,0.077995,0.026
596,FRAM,2,BG ,12-Aug,15,0.27614,0.0184
956,FRAM,2,BG ,12-Aug,30,0.37818,0.0126
1316,FRAM,2,BG ,12-Aug,60,0.6952,0.0116
1676,FRAM,2,BG ,12-Aug,85,0.79093,0.0093
2036,FRAM,2,BG ,12-Aug,150,0.92345,0.0062
2396,FRAM,2,BG ,12-Aug,250,1.1735,0.0047
2756,FRAM,2,BG ,12-Aug,375,1.2912,0.0034
